price,Brand,Movement,Case Size,Case Thickness,Case Shape,Case Material,Glass Material,Hands,Indexes,Strap Material,Clasp Type,Gender,Water Resistance (M),Warranty Period,Country of Origin,Display,Power Reserve,Jewels,Interchangeable Strap,Bezel,Limited Edition,Frequency (bph),Case Material Coating,feature_Day-Night Indicator,feature_Month,feature_Tourbillon,feature_Dual Time,feature_Retrograde,feature_Date,feature_Small Seconds,feature_Perpetual Calendar,feature_Triple Time-zone,feature_Jumping Hours,feature_Flying Tourbillon,feature_Power Reserve Indicator,feature_Year,feature_Moon Phase,luminosity_on_Hands,luminosity_on_Hour,luminosity_on_Bezel,luminosity_on_Dial,precious_stone_on_Case,precious_stone_on_Dial,precious_stone_on_Bracelet,precious_stone_on_Crown,precious_stone_on_Clasp,precious_stone_on_Bezel,precious_stone_on_Lugs,precious_stone_on_Buckle
3800000,Jacob & Co.,Automatic,44.0,14.0,Round,Gold,Sapphire Crystal,,,Rubber,Others,Men,200.0,2.0,Switzerland,Analog,48.0,27.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
305000,Baume & Mercier,Automatic,42.0,10.66,Dodecagon,Steel,Sapphire Crystal,Dauphine,Roman Numerals,Rubber,Folding,Men,100.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,DLC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
305000,Baume & Mercier,Automatic,42.0,10.66,Dodecagon,Steel,Sapphire Crystal,Dauphine,Roman Numerals,Rubber,Folding,Men,100.0,2.0,Switzerland,Analog,38.0,26.0,1,No Bezel,0,28800.0,DLC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
191000,Nivada Grenchen,Automatic,39.0,13.0,Cushion,Ceramic,Sapphire Crystal,Lollipop,Arabic Numerals,Rubber,Tang,Men,1000.0,2.0,Switzerland,Analog,38.0,25.0,1,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
109000,Nivada Grenchen,Automatic,39.0,13.0,Cushion,Steel,Sapphire Crystal,Arrow,Arabic Numerals,Leather,Tang,Men,1000.0,2.0,Switzerland,Analog,38.0,25.0,1,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
92000,Nivada Grenchen,Automatic,38.0,12.0,Round,Steel,Sapphire Crystal,Lollipop,,Rubber,Tang,Men,100.0,2.0,Switzerland,Analog,38.0,25.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
92000,Nivada Grenchen,Automatic,38.0,12.0,Round,Steel,Sapphire Crystal,Lollipop,,Leather,Tang,Men,100.0,2.0,Switzerland,Analog,38.0,25.0,1,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
109000,Nivada Grenchen,Automatic,38.0,12.9,Round,Ceramic,Sapphire Crystal,Baton,Baton,Leather,Tang,Men,200.0,2.0,Switzerland,Analog,38.0,25.0,1,Bi-directional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
92000,Nivada Grenchen,Automatic,38.0,12.0,Round,Steel,Sapphire Crystal,Lollipop,Arabic Numerals,Leather,Tang,Men,100.0,2.0,Switzerland,Analog,38.0,25.0,1,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
92000,Nivada Grenchen,Manual Winding,35.0,10.1,Round,Steel,Sapphire Crystal,Dauphine,Arabic Numerals,Leather,Tang,Men,50.0,2.0,Switzerland,Analog,36.0,18.0,1,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
92000,Nivada Grenchen,Manual Winding,35.0,10.1,Round,Steel,Sapphire Crystal,Dauphine,Arabic Numerals,Rubber,Tang,Men,50.0,2.0,Switzerland,Analog,36.0,18.0,1,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4290000,Others,Automatic,44.0,15.0,Round,Titanium,Sapphire Crystal,,Arabic Numerals,Leather,Tang,Men,30.0,2.0,Switzerland,Analog,36.0,47.0,0,No Bezel,0,28800.0,DLC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
540000,Bell & Ross,Automatic,42.0,9.8,Square,Ceramic,Sapphire Crystal,,,Rubber,Tang,Men,300.0,2.0,Switzerland,Analog,54.0,25.0,0,Unidirectional Rotating Bezel,1,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
126000,Maurice Lacroix,Quartz,42.0,11.0,Round,Steel,Sapphire Crystal,,Baton,Steel,Butterfly,Men,100.0,2.0,Switzerland,,,0.0,1,No Bezel,0,,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
601000,Longines,Automatic,42.0,17.0,Round,G-S Hybrid,Sapphire Crystal,,Arabic Numerals,Leather,Folding,Men,100.0,5.0,Switzerland,Analog,68.0,28.0,1,Bi-directional Rotating Bezel,0,28800.0,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
157000,Longines,Quartz,38.0,5.4,Round,Steel,Sapphire Crystal,,Diamond,Steel,Folding,Women,30.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
186000,Titoni,Automatic,42.0,12.5,Round,Ceramic,Sapphire Crystal,,,Steel,Folding,Men,300.0,2.0,Switzerland,Analog,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
3040000,Jaeger-LeCoultre,Automatic,40.0,12.05,Round,Gold,Sapphire Crystal,Dauphine,Wedge,Leather,Tang,Men,50.0,2.0,Switzerland,Analog,65.0,37.0,1,No Bezel,0,28800.0,None,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1930000,Jaeger-LeCoultre,Automatic,42.0,15.63,Round,Steel,Sapphire Crystal,Pencil,Arabic Numerals,Steel,Folding,Men,300.0,2.0,Switzerland,Analog,44.0,24.0,1,Internal Unidirectional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
670000,Grand Seiko,Automatic,40.0,14.0,Round,Steel,Sapphire Crystal,Dauphine,Baton,Steel,Folding,Men,100.0,5.0,Japan,Analog,55.0,37.0,0,No Bezel,0,36000.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870000,Grand Seiko,Automatic,40.0,11.7,Round,Titanium,Sapphire Crystal,,Baton,Titanium,Folding,Men,100.0,5.0,Japan,Analog,80.0,47.0,0,No Bezel,0,36000.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,Seiko,Automatic,38.5,12.4,Round,Steel,Hardlex Crystal,Baton,Baton,Steel,Folding,Men,100.0,2.0,Japan,Analog,41.0,24.0,0,Bi-directional Rotating Bezel,1,21600.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
450000,Grand Seiko,Manual Winding,37.3,11.7,Round,Steel,Sapphire Crystal,Dauphine,Baton,Leather,Tang,Unisex,30.0,5.0,Japan,Analog,72.0,24.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000,Grand Seiko,Manual Winding,38.6,9.95,Round,Titanium,Sapphire Crystal,Dauphine,Baton,Leather,Folding,Men,30.0,5.0,Japan,Analog,80.0,47.0,0,No Bezel,0,36000.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296000,Longines,Automatic,34.0,10.9,Round,G-S Hybrid,Sapphire Crystal,Alpha,Baton,Steel,Folding,Women,100.0,5.0,Switzerland,Analog,72.0,21.0,0,No Bezel,0,25200.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
134000,Longines,Automatic,39.0,11.9,Round,Steel,Sapphire Crystal,Snowflake,Arabic Numerals,Steel,Folding,Men,300.0,5.0,Switzerland,Analog,72.0,21.0,0,Unidirectional Rotating Bezel,0,25200.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
69500,Tissot,Automatic,40.0,10.9,Tonneau,Steel,Sapphire Crystal,Baton,Baton,Steel,Butterfly,Men,100.0,2.0,Switzerland,Analog,80.0,23.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
955000,BVLGARI,Automatic,42.0,12.4,Octagon,Steel,Sapphire Crystal,Alpha,Arabic Numerals,Rubber,Tang,Men,100.0,5.0,Switzerland,Analog,42.0,62.0,0,No Bezel,0,28800.0,DLC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
920800,Breitling,Automatic,42.0,15.1,Round,G-S Hybrid,Sapphire Crystal,Baton,Baton,Rubber,Folding,Men,200.0,5.0,Switzerland,Analog,70.0,47.0,0,Unidirectional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
104000,Frederique Constant,Quartz,37.0,7.65,Round,Steel,Sapphire Crystal,Dauphine,Wedge,Leather,Tang,Unisex,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85000,Frederique Constant,Quartz,36.0,5.85,Rectangular,Steel,Sapphire Crystal,Spade,Roman Numerals,Leather,Tang,Unisex,30.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132500,Frederique Constant,Automatic,40.0,11.3,Round,Steel,Sapphire Crystal,Leaf,Roman Numerals,Leather,Tang,Men,50.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114000,Frederique Constant,Quartz,28.0,6.0,Round,G-S Hybrid,Sapphire Crystal,Breguet,Roman Numerals,G-S Hybrid,Butterfly,Women,30.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115000,Raymond Weil,Quartz,29.6,6.4,Rectangular,G-S Hybrid,Sapphire Crystal,Stick,Roman Numerals,G-S Hybrid,Folding,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,Raymond Weil,Quartz,39.0,7.89,Round,G-S Hybrid,Sapphire Crystal,Stick,Roman Numerals,Leather,Tang,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108000,Junghans,Manual Winding,34.0,9.0,Round,Steel,Sapphire Crystal,Pencil,Arabic Numerals,Leather,Tang,Women,50.0,2.0,Germany,Analog,42.0,25.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
246000,Junghans,Automatic,40.0,10.9,Round,Steel,Sapphire Crystal,Pencil,Arabic Numerals,Leather,Tang,Men,50.0,2.0,Germany,Analog,38.0,25.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
420000,Baume & Mercier,Quartz,33.0,9.22,Dodecagon,Steel,Sapphire Crystal,Dauphine,Roman Numerals,Steel,Butterfly,Women,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
168000,Longines,Quartz,29.0,4.5,Round,G-S Hybrid,Sapphire Crystal,Baton,Diamond,G-S Hybrid,Folding,Women,30.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143000,Longines,Quartz,29.0,4.5,Round,Steel,Sapphire Crystal,Baton,Diamond,Steel,Folding,Women,30.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
139000,Longines,Quartz,20.8,6.9,Rectangular,Steel,Sapphire Crystal,Sword,Roman Numerals,Leather,Tang,Women,30.0,2.0,Switzerland,,,0.0,1,No Bezel,0,,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303300,Omega,Automatic,45.5,19.0,Round,Ceramic,Sapphire Crystal,Arrow,Baton,Rubber,Folding,Men,600.0,5.0,Switzerland,Analog,60.0,54.0,0,Unidirectional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1122000,TAG Heuer,Automatic,39.0,13.8,Square,Titanium,Sapphire Crystal,Pencil,Baton,Rubber,Folding,Men,100.0,2.0,Switzerland,Analog,80.0,33.0,0,No Bezel,0,28800.0,DLC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
418200,TAG Heuer,Automatic,42.0,13.1,Dodecagon,Ceramic,Sapphire Crystal,Sword,,Steel,Folding,Men,300.0,2.0,Switzerland,Analog,80.0,30.0,0,Bi-directional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
189500,Frederique Constant,Automatic,39.0,10.34,Round,Steel,Sapphire Crystal,Plongeur,Baton,Steel,Folding,Unisex,100.0,2.0,Switzerland,Analog,38.0,26.0,1,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2300000,Arnold & Son,Automatic,42.5,12.25,Round,Titanium,Sapphire Crystal,Baton,Baton,Titanium,Folding,Men,100.0,2.0,Switzerland,Analog,60.0,36.0,1,No Bezel,1,28800.0,None,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27000,Luminox,Quartz,42.0,14.0,Round,Others,Mineral Crystal,Pencil,Arabic Numerals,Others,Tang,Men,200.0,2.0,Switzerland,,,0.0,1,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
30750,Luminox,Quartz,43.0,13.0,Round,Carbon-based,Sapphire Crystal,Pencil,Arabic Numerals,Rubber,Tang,Men,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
34500,Luminox,Quartz,43.0,14.0,Round,Carbon-based,Sapphire Crystal,Pencil,Arabic Numerals,Rubber,Tang,Men,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
33000,Luminox,Quartz,43.0,13.0,Round,Carbon-based,Mineral Crystal,Syringe,Arabic Numerals,Rubber,Tang,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
48375,Luminox,Quartz,45.0,14.0,Round,Steel,Sapphire Crystal,,Arabic Numerals,Rubber,Tang,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
49500,Luminox,Quartz,39.0,12.0,Round,Steel,Sapphire Crystal,,Arabic Numerals,Rubber,Folding,Men,200.0,2.0,Switzerland,,,0.0,1,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
36750,Luminox,Quartz,45.0,14.0,Round,Carbon-based,Mineral Crystal,,Arabic Numerals,Others,Folding,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
52200,Luminox,Quartz,45.0,14.0,Round,Steel,Mineral Crystal,,Arabic Numerals,Rubber,Tang,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
49500,Luminox,Quartz,39.0,12.0,Round,Steel,Sapphire Crystal,,Arabic Numerals,Steel,Folding,Men,200.0,2.0,Switzerland,,,0.0,1,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
111675,Luminox,Automatic,42.0,13.0,Round,Ceramic,Sapphire Crystal,,Arabic Numerals,Steel,Folding,Men,200.0,2.0,Switzerland,Analog,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
61425,Luminox,Quartz,45.0,14.0,Round,Others,Sapphire Crystal,,Arabic Numerals,Others,Tang,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
53700,Luminox,Quartz,39.0,12.0,Round,Steel,Sapphire Crystal,,Arabic Numerals,Steel,Folding,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
32850,Luminox,Quartz,43.0,13.0,Round,Carbon-based,Sapphire Crystal,Syringe,Arabic Numerals,Rubber,Tang,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
38250,Luminox,Quartz,45.0,13.0,Round,Carbon-based,Sapphire Crystal,Pencil,Arabic Numerals,Rubber,Tang,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
69150,Luminox,Quartz,45.0,14.0,Round,Carbon-based,Sapphire Crystal,,Arabic Numerals,Rubber,Tang,Men,300.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
40575,Luminox,Quartz,43.0,13.0,Round,Steel,Sapphire Crystal,Syringe,Arabic Numerals,Rubber,Tang,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
38250,Luminox,Quartz,42.0,14.0,Round,Steel,Sapphire Crystal,Arrow,Arabic Numerals,Leather,Tang,Men,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
35200,Zeppelin,Automatic,40.0,12.0,Round,Steel,Mineral Crystal,Dauphine,Wedge,Leather,Tang,Men,50.0,2.0,Germany,Analog,60.0,21.0,0,No Bezel,0,21600.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35200,Zeppelin,Automatic,40.0,12.0,Round,Steel,Mineral Crystal,Dauphine,Wedge,Leather,Tang,Men,50.0,2.0,Germany,Analog,60.0,21.0,0,No Bezel,0,21600.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30800,Zeppelin,Quartz,36.0,10.0,Round,G-S Hybrid,Others,Spade,Arabic Numerals,G-S Hybrid,Folding,Women,30.0,2.0,Germany,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28960,Zeppelin,Quartz,36.0,10.0,Round,G-S Hybrid,Mineral Crystal,Dauphine,Wedge,G-S Hybrid,Folding,Women,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
880000,Edouard Koehn,Automatic,42.0,14.5,Round,Titanium,Sapphire Crystal,Alpha,Wedge,Leather,Others,Men,50.0,3.0,Switzerland,Analog,48.0,31.0,0,No Bezel,1,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
880000,Edouard Koehn,Automatic,42.0,14.5,Round,Titanium,Sapphire Crystal,Alpha,Wedge,Leather,Folding,Men,50.0,3.0,Switzerland,Analog,42.0,31.0,0,No Bezel,1,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
820000,Edouard Koehn,Automatic,42.0,14.5,Round,Titanium,Sapphire Crystal,Alpha,Arabic Numerals,Leather,Folding,Men,50.0,3.0,Switzerland,Analog,48.0,31.0,0,No Bezel,1,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
890000,Edouard Koehn,Automatic,43.0,15.0,Dodecagon,Ceramic,Sapphire Crystal,Baton,Baton,Rubber,Tang,Men,100.0,3.0,Switzerland,Analog,48.0,29.0,0,No Bezel,1,28800.0,PVD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
650000,Edouard Koehn,Automatic,43.0,15.0,Dodecagon,Ceramic,Sapphire Crystal,Baton,Arabic Numerals,Rubber,Tang,Men,100.0,3.0,Switzerland,Analog,48.0,27.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
650000,Edouard Koehn,Automatic,43.0,15.0,Dodecagon,Ceramic,Sapphire Crystal,Baton,Baton,Rubber,Tang,Men,100.0,3.0,Switzerland,Analog,48.0,27.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
650000,Edouard Koehn,Automatic,43.0,15.0,Dodecagon,Ceramic,Sapphire Crystal,Baton,Baton,Rubber,Tang,Men,100.0,3.0,Switzerland,Analog,48.0,27.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
800000,Edouard Koehn,Automatic,41.0,14.5,Dodecagon,Titanium,Sapphire Crystal,Baton,Baton,Rubber,Folding,Men,100.0,3.0,Switzerland,Analog,48.0,27.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
770000,Edouard Koehn,Automatic,41.0,14.5,Dodecagon,Titanium,Sapphire Crystal,Baton,Baton,Rubber,Folding,Men,100.0,3.0,Switzerland,Analog,48.0,27.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6810000,Others,Automatic,43.0,11.9,Rectangular,Steel,Sapphire Crystal,Alpha,Arabic Numerals,Rubber,Tang,Men,100.0,2.0,Switzerland,Analog,72.0,39.0,0,No Bezel,1,21600.0,PVD,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7130000,Others,Manual Winding,43.0,15.6,Rectangular,Steel,Sapphire Crystal,Alpha,Arabic Numerals,Rubber,Tang,Men,100.0,2.0,Switzerland,Analog,72.0,37.0,0,No Bezel,1,21600.0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6560000,Girard-Perregaux,Automatic,42.0,12.01,Octagon,Gold,Sapphire Crystal,Pencil,Baton,Gold,Folding,Men,50.0,2.0,Switzerland,Analog,46.0,63.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16800,Maserati,Quartz,30.0,8.05,Round,Steel,Mineral Crystal,Baton,Diamond,Steel,Others,Women,50.0,2.0,China,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16000,Maserati,Quartz,30.0,8.05,Round,Steel,Mineral Crystal,Baton,Baton,Steel,Others,Women,50.0,2.0,China,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18800,Maserati,Quartz,30.0,8.05,Round,G-S Hybrid,Mineral Crystal,Baton,Diamond,G-S Hybrid,Others,Women,50.0,2.0,China,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38400,Maserati,Quartz,45.0,12.4,Round,Steel,Mineral Crystal,Lozenge,Baton,Steel,Others,Men,100.0,2.0,China,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39200,Maserati,Quartz,45.0,12.4,Round,Steel,Mineral Crystal,Lozenge,Baton,Steel,Others,Men,100.0,2.0,China,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30800,Maserati,Quartz,44.0,11.4,Round,G-S Hybrid,Mineral Crystal,Dauphine,Baton,G-S Hybrid,Others,Men,100.0,2.0,China,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28000,Maserati,Quartz,44.0,11.4,Round,Steel,Mineral Crystal,Dauphine,Baton,Steel,Others,Men,100.0,2.0,China,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
